"annotation_id","annotator","condition_label","created_at","id","lead_time","medical_abstract","sentiment","updated_at"
62,"1",5,"2024-04-06T21:08:26.438266Z",58,20.412,"Reclosure of disrupted abdominal incisions. We evaluated prospectively a technique of delayed reclosure of disrupted abdominal incisions. Forty-one consecutive postoperative obstetric and gynecologic patients with abdominal incisions that had opened because of infection, hematoma, or seroma and had intact fascia participated in the study. All wounds were first managed identically, with surgical drainage and debridement, for a minimum of 4 days. The patients then were randomized to either wound reclosure by a standardized en bloc technique (35) or healing by second intention (six). Reclosure was successful in 30 of 35 cases (85.7%). The mean time to complete healing was 15.8 days in successful cases, 67.2 days in failed cases, and 23.2 days for all patients who were reclosed. Failure to heal after reclosure was due to subcutaneous infection in two patients and seroma in three; these women were significantly heavier than those in whom reclosure was successful. There were no other major complications of wound reclosure. Patients randomized to healing by second intention required a mean of 71.8 days of wound care. The time to complete healing in the wound-reclosure group was significantly shorter compared with the group that healed by second intention (P = .002, log rank test). We conclude that en bloc reclosure of disrupted surgical incisions, compared with nonsurgical treatment, significantly decreases the time required for wound healing and has minimal morbidity. ","general pathological conditions","2024-04-06T21:08:26.438266Z"
63,"1",5,"2024-04-06T21:09:08.009315Z",59,40.03,"New approaches in the rehabilitation of the traumatic high level quadriplegic. The use of noninvasive alternatives to tracheostomy for ventilatory support have been described in the patient management of various neuromuscular disorders. The use of these techniques for patients with traumatic high level quadriplegia, however, is hampered by the resort to tracheostomy in the acute hospital setting. Twenty traumatic high level quadriplegic patients on intermittent positive pressure ventilation (IPPV) via tracheostomy with little or no ability for unassisted breathing were converted to noninvasive ventilatory support methods and had their tracheostomy sites closed. Four additional patients were ventilated by noninvasive methods without tracheostomy. These methods included the use of body ventilators and the noninvasive intermittent positive airway pressure alternatives of IPPV via the mouth, nose, or custom acrylic strapless oral-nasal interface (SONI). Overnight end-tidal pCO2 studies and monitoring of oxyhemoglobin saturation (SaO2) were used to adjust ventilator volumes and to document effective ventilation during sleep. No significant complications have resulted from the use of these methods over a period of 45 patient-years. Elimination of the tracheostomy permitted significant free time by glossopharyngeal breathing for four patients, two of whom had no measurable vital capacity. We conclude that noninvasive ventilatory support alternatives can be effective and deserve further study in this patient population. ","nervous system diseases","2024-04-06T21:09:08.009315Z"
64,"1",5,"2024-04-06T21:09:23.444777Z",60,14.102,"Hypoxia-induced in vivo sickling of transgenic mouse red cells. To develop an animal model for sickle cell anemia, we have created transgenic mice that express a severe naturally occurring human sickling hemoglobin, Hb S Antilles. Due to its low solubility and oxygen affinity, Hb S Antilles has a greater propensity to cause red cell sickling than Hb S. To make transgenic animals that express a high level of Hb S Antilles, the erythroid-specific DNAse I hypersensitive site II from the human beta-globin cluster was linked independently to the human alpha 2-globin gene and to the beta S Antilles gene. Embryos were injected with both constructs simultaneously and seven transgenic mice were obtained, three of which contained both the human alpha and the human beta S Antilles transgene. After crossing the human transgenes into the mouse beta-thalassemic background a transgenic mouse line was derived in which approximately half the beta-globin chains in the murine red cells were human beta S Antilles. Deoxygenation of the transgenic red cells in vitro resulted in extensive sickling. An increase of in vivo sickling was achieved by placing these transgenic mice in a low oxygen environment. This murine model for red cell sickling should help to advance our understanding of sickle cell disease and may provide a model to test therapeutic interventions. ","general pathological conditions","2024-04-06T21:09:23.444777Z"
65,"1",5,"2024-04-06T21:09:39.785846Z",61,13.565,"Impairment of specific host defense mechanisms in patients with chronic post-traumatic osteomyelitis. We studied both in vivo and in vitro specific host defense mechanisms in patients suffering from chronic post-traumatic osteomyelitis (n = 26). The cell-mediated immunity in vivo was impaired as indicated by the reduced reactivity in the delayed type hypersensitivity skin test. The concanavalin A or phytohemagglutinin-induced T-cell proliferation in vitro was markedly decreased in comparison to healthy donors. In contrast, B-cell proliferation stimulated by Staphylococcus aureus Cowan I was not altered. While the absolute lymphocyte counts and the percentage of T, B, and O cells were within the normal range, nine out of the 26 patients showed a significantly diminished ratio of CD4+ and CD8+ T cells. Humoral immunity in the patients was less affected as assessed by the unchanged serum levels of immunoglobulins (Ig). However, the T-cell dependent polyclonal Ig synthesis after in vitro stimulation with pokeweed mitogen was suppressed. Our results provide evidence that cell-mediated immune functions are predominantly impaired in patients with post-traumatic osteomyelitis which may contribute to the persistence of the localized bone infection. ","general pathological conditions","2024-04-06T21:09:39.785846Z"
66,"1",2,"2024-04-06T21:10:09.954824Z",62,28.34,"Chronic diarrhea in essential mixed cryoglobulinemia: a manifestation of visceral vasculitis? Gastrointestinal involvement occurs frequently in essential mixed cryoglobulinemia, and most often involves the liver and spleen. Intestinal involvement is much less common and is generally felt to be a late and often catastrophic manifestation of the disease due to severe vasculitis. Occasionally, the disorder mimics inflammatory bowel disease, both clinically and radiographically. We recently cared for a patient with essential mixed cryoglobulinemia who developed persistent diarrhea. Endoscopic evaluation revealed scattered petechial lesions in the duodenum and colon as well as prominent lymphoid hyperplasia in the terminal ileum. Mucosal biopsies disclosed the presence of diffuse inflammation. We suggest that this patient's diarrhea was due to intestinal vasculitis and that prominent ileal lymphoid hyperplasia may be a manifestation of essential mixed cryoglobulinemia. ","digestive system diseases","2024-04-06T21:10:09.954824Z"
67,"1",2,"2024-04-06T21:11:03.498968Z",63,51.38,"Clinical features of misdiagnosed appendicitis in children. STUDY OBJECTIVE: To compare clinical features of children with misdiagnosed appendicitis with those of children with appendicitis initially diagnosed correctly. DESIGN: Retrospective review of hospital, emergency department, and clinic records. SETTING: University medical center with annual ED census of 40,000 patients. PARTICIPANTS: Children less than 13 years old admitted between May 1, 1979, and April 30, 1989, with a discharge diagnosis of appendicitis. MEASUREMENTS: Records were reviewed for historical, physical examination, laboratory, and pathologic features for all patients on their initial presentation to a physician and on final presentation during which the correct diagnosis was made. Using chi 2 analysis and Student's test, clinical features of misdiagnosed patients and patients diagnosed correctly were compared. RESULTS: One hundred eighty-one cases were identified with 50 initially misdiagnosed. On initial presentation, misdiagnosed patients were younger and more likely to have vomiting before pain onset, constipation, diarrhea, dysuria, and signs and symptoms of upper respiratory infections. Misdiagnosed cases were less likely to have right lower quadrant tenderness and documentation of bowel sounds, peritoneal signs, and rectal examinations. On final presentation, misdiagnosed patients were more likely to have pain duration of more than two days, temperature of more than 38.3 C, and to appear lethargic and irritable (P less than .05 for all measurements). CONCLUSION: Clinical features of children with misdiagnosed appendicitis differ from those of children with appendicitis initially diagnosed correctly. ","digestive system diseases","2024-04-06T21:11:03.498968Z"
68,"1",5,"2024-04-06T21:12:06.539852Z",64,61.471,"Simian virus 40 small tumor antigen and an amino-terminal domain of large tumor antigen share a common transforming function. The 82-residue amino-terminal sequences of simian virus 40 large tumor antigen (TAg) and small tumor antigen (tAg) are identical. Genetic analysis of TAg lacking amino acids 1-82 revealed that it was transformation-defective, as revealed by the agar growth assay, except when introduced in the presence of tAg. Since the latter, alone, lacks overt transforming activity, it would appear that the function of the sequence common to TAg and tAg is necessary, but not sufficient, for TAg transforming activity and that tAg can provide that function or its equivalent in trans. Thus, tAg may, in part, be viewed as a ""portable"" copy of a TAg functional domain. ","general pathological conditions","2024-04-06T21:12:06.539852Z"
69,"1",1,"2024-04-06T21:12:16.878536Z",65,9.069,"A comparison of Ho's, International Union Against Cancer, and American Joint Committee stage classifications for nasopharyngeal carcinoma. Five hundred sixty-four nasopharyngeal carcinomas (NPC), mostly of undifferentiated histologic type, were studied for survival, distant metastasis, and local recurrence. All had computerized tomography of the nasopharynx and skull base (CT-NP) and fiberoptic nasopharyngoscopy for evaluation of the primary tumor. Regional disease was assessed by palpation. A computer data base was formed on presentation, containing all information required for staging according to Ho's, the International Union Against Cancer (UICC), and the American Joint Committee (AJC) classifications. The three were compared for their efficacy in predicting prognosis. Ho's classification was superior to the other two because its overall stages differed from one another more significantly in the actuarial survival (ASR), disease-free survival (DFS), and freedom from distant metastasis (FDM) rates, and its N staging was more accurate in predicting FDM. Stages T1 and T2 of UICC/AJC were similar in the freedom from local recurrence rate (FLR) and should be grouped together, equivalent to Ho's T1. A more even patients number distribution among the stages also favored the use of Ho's classification. ","neoplasms","2024-04-06T21:12:16.878536Z"
70,"1",5,"2024-04-06T21:12:34.892889Z",66,16.72,"Effect of desmopressin acetate on hemorrhage without identifiable cause in coronary bypass patients. After early hopeful reports, the ability of desmopressin acetate (DDAVP) to substantially reduce post surgical hemorrhage has been questioned. A total of 74 elective coronary bypass patients (Group A) receiving DDAVP (0.3 micrograms/kg) who, in the opinion of the operating surgeon, did not achieve adequate hemostasis after protamine neutralization of heparin were studied. They were compared with 91 age- and sex-matched controls (Group B). Before surgery there was no difference in hematocrit (40.8% vs. 40.3%); bleeding time (5.3 vs. 4.9 sec); platelet count (267 +/- 8 vs. 309 +/- 13 X 10(3)/mm3); fibrinogen (363 vs. 361 mg/dl); or activated clotting time (ACT) (168 +/- 4 vs. 163 +/- 3 sec). Both groups had the same number of grafts (3.3/pt), use of the mammary artery (72%), and average bypass time (124 min). There were also no differences in postbypass ACT (142 +/- 3 vs. 135 +/- 2 sec); platelet count (97 +/- 10 vs. 120 +/- 24 X 10(3)/mm3); and fibrinogen (157 +/- 35 vs. 207 +/- 40 mg/dl). However, postoperative hemorrhage was strikingly different: 1306 +/- 89 vs. 896 +/- 33 ml (P less than .0001). Fifteen patients in Group A bled more than 1.5 liters compared with 4 in Group B. Red cell transfusion rates were 1.23 +/- 0.26 for Group A and 0.35 +/- 0.8 for Group B (P less than 0.005). Sixteen Group A patients received additional blood products (plasma and platelets). The hemorrhage difference remained significant even when these patients were excluded (1098 +/- 57 vs. 896 +/- 34, P less than 0.003). Three Group A patients were re-explored without a bleeding source located. ","cardiovascular diseases","2024-04-06T21:12:34.892889Z"
71,"1",5,"2024-04-06T21:13:45.191924Z",67,69.232,"A variant of arteriovenous fistulas within the wall of dural sinuses. Results of combined surgical and endovascular therapy. Dural arteriovenous (AV) fistulas are thought to be acquired lesions that form in an area of thrombosis within a sinus. If the sinus remains completely thrombosed, venous drainage from these lesions occurs through cortical veins, or, if the sinus is open, venous drainage is usually into the involved sinus. Among 105 patients with dural AV fistulas evaluated over the the past 5 years, seven had a unique type of dural AV fistula in the superior sagittal, transverse, or straight sinus in which only cortical venous drainage occurred despite a patent involved sinus; the fistula was located within the wall of a patent dural sinus, but outflow was not into the involved sinus. This variant of dural AV fistulas puts the patient at serious risk for hemorrhage or neurological dysfunction caused by venous hypertension. Three patients presented with hemorrhage, one with progressive neurological dysfunction, one with seizures, and two with bruit and headaches. A combination of surgical and endovascular techniques was used to close the fistula while preserving flow through the sinus. ","general pathological conditions","2024-04-06T21:13:45.191924Z"
72,"1",4,"2024-04-06T21:15:33.906099Z",68,107.549,"Fibrosing mediastinitis with coronary artery involvement. This case report describes a patient with chronic fibrosing mediastinitis involving the entire intrapericardial aorta, innominate artery, and the base of the heart with involvement of the proximal segments of the coronary arteries. This finding was unsuspected before emergency coronary artery bypass grafting. Coronary stenosis due to fibrosing mediastinitis is a rare complication of fibrosing mediastinitis. Owing to the extensive fibrosis, the normal bypass, cardiac preservation, and revascularization techniques required alteration and are discussed. ","cardiovascular diseases","2024-04-06T21:15:33.906099Z"
73,"1",5,"2024-04-06T21:16:23.626847Z",69,48.322,"DMPO and reperfusion injury: arrhythmia, heart function, electron spin resonance, and nuclear magnetic resonance studies in isolated working guinea pig hearts. With the use of isolated working guinea pig hearts with normothermic global ischemia, it was shown that 5,5-dimethyl-pirroline-N-oxide (DMPO), an organic spin trap agent designed specifically to form stable adducts with oxygen free radicals in electron spin resonance studies, can dramatically reduce the vulnerability of the heart to reperfusion-induced arrhythmias. Studied in concentrations ranging from 10 to 500 mumol/L, DMPO exerted a dose-dependent protective effect. Thus, after 30 minutes of global ischemia, the incidence of ventricular fibrillation (total) and tachycardia was reduced from control values of 100% and 100% to 100% and 100%, 91% and 100%, 25% (p less than 0.001) and 50% (p less than 0.05), and 25% (p less than 0.001) and 41% (p less than 0.05), respectively, with DMPO concentrations of 10, 30, 100, and 500 mumol/L. Maximum signals of DMPO-OH adduct, with the use of electron spin resonance studies, were observed after 3 minutes of reperfusion in fibrillated hearts but were not detected in nonfibrillated hearts. Results of nuclear magnetic resonance studies of myocardial adenosine triphosphate, creatine phosphate, pH, and inorganic phosphate showed that these parameters were not significantly changed by treatment with DMPO, and consequently myocardial heart function was not improved, although there was a dissociation between myocardial adenosine triphosphate content and left ventricular developed pressure during reperfusion. The data presented here indicate that oxygen free radicals play an important role in the development of reperfusion-induced arrhythmias but trapping these cytotoxic free radicals does not improve the recovery of postischemic heart function and high-energy phosphate contents in isolated working guinea pig hearts. ","cardiovascular diseases","2024-04-06T21:16:23.626847Z"
74,"1",3,"2024-04-06T21:16:49.396791Z",70,23.074,"Spirochetal infection of the central nervous system. Four spirochetal diseases frequently involve the central nervous system: syphilis, leptospirosis, relapsing fever, and Lyme borreliosis. In particular, syphilis and Lyme borreliosis are increasing problems. During the spirochetemic phase there is seeding of the nervous system. After a quiescent latent period, there may be late disease flareups producing a variety of neurologic syndromes. Cerebrospinal fluid examination is very helpful in these infections. ","nervous system diseases","2024-04-06T21:16:49.396791Z"
75,"1",4,"2024-04-06T21:19:00.025576Z",71,127.762,"Association between primary pulmonary hypertension and portal hypertension: analysis of its pathophysiology and clinical, laboratory and hemodynamic manifestations. To determine the clinical, laboratory and hemodynamic profile in patients with primary pulmonary hypertension and associated portal hypertension, 7 new cases and 71 previously reported cases were analyzed. There was no gender predilection and the average age at diagnosis was 41 years. Liver cirrhosis was the most frequent cause of hypertension (82%) and a surgical portosystemic shunt was present in 29%. Almost invariably, portal hypertension either preceded or was diagnosed concurrently with pulmonary hypertension, favoring the hypothesis that in portal hypertension, the pulmonary vasculature may be exposed to vasoactive substances normally metabolized or produced by the diseased liver, possibly inducing vasoconstriction or direct toxic damage to the pulmonary arteries. Clinically, exertional dyspnea was the most frequent presenting symptom (81%); other symptoms, such as syncope, chest pain and fatigue, were present in less than 33%. An accentuated pulmonary component of the second heart sound (82%) and a systolic murmur (69%) were the most common physical findings. At least 75% of these patients had evidence of pulmonary hypertension on electrocardiography (right ventricular hypertrophy) or roentgenography (cardiomegaly or dilated main pulmonary arteries, or both). Hemodynamic findings included severe pulmonary hypertension (mean pulmonary artery pressure 59 +/- 19 mm Hg) with normal pulmonary capillary wedge pressure and cardiac output. Treatment was basically palliative and the mean and median survival times were 15 and 6 months, respectively. In brief, on the basis of clinical presentation and laboratory features, patients with combined primary pulmonary hypertension and portal hypertension seldom represent a diagnostic challenge. Further research is needed on treatment, which remains palliative. The survival rate is poor and worse than that seen in isolated primary pulmonary hypertension. ","cardiovascular diseases","2024-04-06T21:19:00.025576Z"
76,"1",1,"2024-04-06T21:19:12.387941Z",72,8.156,"Social support and the cancer patient. Implications for future research and clinical care. This review assesses past progress, current practices, and future needs in research and clinical practice involving the social support needs of cancer patients. A review is given of the various conceptualizations of the social support/stress paradigm and of the state of the art of measuring social support. Then the current work in the field of social support and cancer is considered and an argument is made for the use of social support measures, which are relevant to the experiences of the cancer patient. Potential adaptations of an existing instrument (the Duke-UNC Functional Social Support Scale) are demonstrated, and a taxonomy of stages of cancer that would require additional types of social support measures and interventions is outlined. Interventions are discussed in terms of the traditional support groups as well as interventions by the oncologist and primary care physician. An argument is made for the inclusion of quality of life or functional measures as outcomes in clinical trials and the care of the cancer patient. Finally, the need to address the existential, philosophic, or religious issues surrounding cancer and its treatment is discussed. ","neoplasms","2024-04-06T21:19:12.388940Z"
77,"1",5,"2024-04-06T21:19:30.375927Z",73,16.55,"Factors associated with soft- and hard-tissue compromise of endosseous implants. This prospective analysis identifies factors associated with endosseous implant removal as well as factors associated with implant morbidity resulting in nonscheduled patient visits. Treatment of the latter conditions is discussed. The most important factors identified for implant success were surgery without compromise in technique, placing implants into sound bone, avoiding thin bone or implant dehiscence at the time of implant placement, avoiding premature implant exposure during the healing period, establishing a balanced restoration, and insuring appropriate follow-up hygiene care. In the posterior mandible, the presence of keratinized gingiva was strongly correlated with optimal soft- and hard-tissue health. ","general pathological conditions","2024-04-06T21:19:30.375927Z"
78,"1",4,"2024-04-06T21:20:01.465820Z",74,29.288,"Detection of Coxsackievirus B3 RNA in myocardial tissues by the polymerase chain reaction. Coxsackievirus B3 is a possible etiologic agent in some forms of myocarditis and idiopathic dilated cardiomyopathy. A method for the detection of coxsackievirus B3 RNA was developed using the polymerase chain reaction based on the amplification of a cDNA copy of the positive-strand viral RNA. The fidelity of the method was established in two murine models for coxsackie B3 myocarditis. All cardiac specimens with adequate RNA for study from coxsackie B3-infected mice contained detectable viral RNA, in contrast to none of control specimens from noninfected mice. The sensitivity of the technique was established at approximately 1 to 100 plaque-forming units of virus per gram of tissue, and the specificity was established as limited to the coxsackievirus B3 serotype among nine viruses tested. In patients with myocarditis, one of five specimens contained detectable viral RNA, whereas none of 11 specimens from patients with idiopathic dilated cardiomyopathy or 21 myocardial specimens from patients with a wide variety of other cardiac disorders contained detectable coxsackie B3 viral RNA. The results show that the polymerase chain reaction is a useful means for detecting coxsackie viral RNA and its application should help in the evaluation of hypotheses concerning the infectious etiology of human myocarditis and idiopathic dilated cardiomyopathy. ","cardiovascular diseases","2024-04-06T21:20:01.465820Z"
79,"1",4,"2024-04-06T21:20:09.959195Z",75,6.802,"Cardiac myosin-induced myocarditis. Heart autoantibodies are not involved in the induction of the disease. We recently demonstrated that cardiac myosin is capable of inducing autoimmune myocarditis in genetically predisposed mice. This disease parallels coxsackievirus B3-induced autoimmune myocarditis in many respects and is associated with high-titer autoantibodies specific for cardiac myosin. The following lines of evidence suggest that these autoantibodies are not involved in the induction of autoimmune myocarditis: 1) immunoperoxidase staining of heart sections from cardiac myosin-immunized A/J and A.SW mice revealed IgG depositions only along damaged muscle fibres in infiltrated areas, but not in intact tissue; 2) myosin autoantibodies did not bind to the surface of viable cardiac myocytes isolated from mice, but only reacted with myocytes permeabilized with detergent; 3) mice treated with a single high dose of cyclophosphamide, which reduces the humoral immune response, still developed severe myocarditis, despite the fact that their autoantibody titers were reduced to the level of adjuvant-injected controls; and 4) passive transfer of high-titer myosin autoantibodies failed to induce myocarditis, although the titers in the recipients were comparable to those found in mice with cardiac myosin-induced disease. Together, the results suggest that high-titer myosin autoantibodies are secondary rather than primary to the disease. ","cardiovascular diseases","2024-04-06T21:20:09.959195Z"
80,"1",5,"2024-04-06T21:21:46.524861Z",76,95.313,"Intrathecal immunoglobulin M synthesis in multiple sclerosis. Relationship with clinical and cerebrospinal fluid parameters. Intrathecal IgM synthesis was assessed through the detection of oligoclonal bands in cerebrospinal fluid (CSF) and through calculation of IgM index values and total CSF IgM amounts. Intrathecal production of IgM was then evaluated along with other CSF parameters and clinical variables in 150 patients with multiple sclerosis (MS). Intrathecal production of IgM was detected in 55% of patients and was found to correlate with disease activity, manifesting as a recent relapse, as well as the total number of relapses. An inverse correlation was found between CSF oligoclonal IgM and both the time interval between the last relapse and lumbar puncture, and duration of the disease process. It also correlated with the number of leucocytes, free kappa and lambda light chain bands in CSF. No correlation was found between intrathecal IgM synthesis and degree of disability (Kurtzke scale), disease progression index (Poser scale), or total cerebral plaque burden (detected by enhanced CT and MRI scans). Oligoclonal IgM bands were found to be more specific for active disease process than either IgM index or total CSF IgM amount. It is concluded that intrathecal synthesis of IgM, as detected by CSF oligoclonal bands, is a useful parameter in monitoring disease relapse activity in MS. ","general pathological conditions","2024-04-06T21:21:46.524861Z"
81,"1",1,"2024-04-06T21:22:34.826595Z",77,71.824,"Secretin provocation test in the diagnosis of Zollinger-Ellison syndrome. The secretin stimulation test has become the preferred provocative test in suspected cases of Zollinger-Ellison syndrome. A pure secretin preparation, a gastrin-specific radioimmunoassay, and an appropriate sampling sequence are important for the proper interpretation of this test. Gastric acid analysis is necessary in the assessment of hypergastrinemia to confirm acid hypersecretion and exclude achlorhydria. When properly performed and interpreted, the secretin provocation test offers a safe, expeditious, and reliable means of evaluating patients with hypergastrinemia. ","neoplasms","2024-04-06T21:23:00.275644Z"
82,"1",2,"2024-04-06T21:24:40.546670Z",78,90.519,"Bleeding ectatic vascular lesion involving the sigmoid colon, endoscopically indistinguishable from angiodysplasia, in an 8-yr-old boy. An 8-yr-old Japanese boy was hospitalized, complaining of active hematochezia. He was shown to have a cherry-red, blood-oozing area of vascular dilation with mucosal prominence in the sigmoid colon by endoscopy, but had no other mucocutaneous vascular abnormalities. A family history was noncontributory. Under the clinical diagnosis of angiodysplasia of the sigmoid colon, he underwent an elliptical resection of the part, based on the intraoperative endoscopic findings. However, histological examination of the surgical specimen revealed a totally different picture from that seen in angiodysplasia: the thin-walled, markedly ectatic, nontortuous veins with hemorrhage were seen only just below the muscularis mucosae, around which the normal ones were shown to coexist. He has had no rebleeding for the past 3 yr. This lesion is considered to be an isolated congenital visceral telangiectasia involving veins. ","digestive system diseases","2024-04-06T21:24:40.546670Z"
83,"1",5,"2024-04-06T21:25:02.842891Z",79,21.052,"Retrospective application of prognostic indices to pancreatitis discovered at necropsy. Six prognostic indices, which were developed to assess inpatients with acute pancreatitis, were evaluated for possible retrospective application. When applied to a series of 14 cases in whom pancreatitis was first diagnosed at necropsy, the index devised by Jacobs et al was found to be the most useful, because in nine of these cases eight or more of the variables required were available for assessment from the case records. In the other indices evaluated fewer than eight of the required variables were available for retrospective assessment in most cases. Although undiagnosed pancreatitis is probably uncommon as a sole cause of death, the retrospective use of one or more of these indices may help assess the severity of the patient's condition on admission to hospital. ","digestive system diseases","2024-04-06T21:25:02.842891Z"
84,"1",5,"2024-04-06T21:25:17.316764Z",80,12.989,"Proximity of the home to a cooling tower and risk of non-outbreak Legionnaires' disease. OBJECTIVE--To study the source of non-outbreak legionnaires' disease, particularly the role of cooling towers, by comparing the locations of patients' homes in relation to the location of cooling towers. DESIGN--Retrospective, descriptive study of a case series of patients with legionnaires' disease ill between 1978 and 1986 and, for comparison, a case series of patients with lung cancer. A prospectively developed register and interview based survey provided data on the location of cooling towers. SETTING--The city of Glasgow. PATIENTS--134 patients aged 14-84 with legionnaires' disease during 1978-86 and 10,159 patients with lung cancer during the same period. MAIN OUTCOME MEASURES--The locations of patients' homes and cooling towers as defined by postcodes, which provided map grid references accurate to 10 m; numbers of expected and observed cases of legionnaires' disease in census enumeration districts; and distance of enumeration districts from the nearest cooling tower as defined by five distance categories. RESULTS--Most cooling towers were in or near the city centre or close to the River Clyde, as were the places of residence of patients with community acquired, non-travel, non-outbreak legionnaires' disease (n = 107). There was an inverse association between the distance of residence from any cooling tower and the risk of infection, the population living within 0.5 km of any tower having a relative risk of infection over three times that of people living more than 1 km away. There was no such association with respect to travel related legionnaires' disease, and for lung cancer the association was weak (relative risk less than or equal to 1.2 in any distance group). CONCLUSION--In Glasgow cooling towers have been a source of infection in two outbreaks of legionnaires' disease and, apparently, a source of non-outbreak infection also. Better maintenance of cooling towers should help prevent non-outbreak cases. This method of inquiry should be applied elsewhere to study the source of this and other environmentally acquired disease. ","general pathological conditions","2024-04-06T21:25:17.316764Z"
85,"1",3,"2024-04-06T21:26:17.513615Z",81,59.026,"Actigraphic home-monitoring sleep-disturbed and control infants and young children: a new method for pediatric assessment of sleep-wake patterns. Two studies were conducted to evaluate actigraphic home-monitoring for the assessment of infants' and children's sleep patterns. In the first study, 11 children (aged 12 to 48 months) were monitored in the laboratory by traditional polysomnography and by actigraphy for one night. Actigraphic automatic sleep-wake scorings were compared with those of the polysomnograph; total agreement rate was 85.3%. In the second study, sleep patterns of 63 sleep-disturbed and 34 control healthy children (aged 9 to 27 months) were compared. These children were home-monitored by actigraph for a mean of 4.45 nights (total 482 nights). Actigraphic data were analyzed by an automated scoring procedure. Sleep quality of the sleep-disturbed children, measured by actigraphically derived sleep percent and number of longer-than-5-minute wakings, was significantly lower than that of the control subjects (P less than .0001). Sleep measures showed significant night-to-night stability in both groups. The stability of specific measures and their age trends were different between the groups. Actigraphic sleep measures alone could discriminate between sleep-disturbed and control children with a highly correct assignment rate of 79.4% and 91.2%, respectively. ","nervous system diseases","2024-04-06T21:26:17.513615Z"
86,"1",4,"2024-04-06T21:27:28.892495Z",82,65.454,"Pheochromocytoma with electrocardiographic change mimicking angina pectoris, and cyclic change in direct arterial pressure--a case report. A forty-two-year-old man was admitted because of chest pain. Electrocardiograms at admission showed horizontal ST depression in leads, II, III, aVF, V4, V5, and V6. Direct blood pressure monitoring revealed cyclic change between 160/100 mmHg and 70/50 mmHg and heart rate between 80/sec and 120/sec at fifteen minute intervals. The plasma norepinephrine and epinephrine concentrations were elevated during the episodes of hypertension. Pheochromocytoma was found in the right adrenal gland. These cyclic changes in blood pressure and heart rate are an aid for diagnosis. ","neoplasms","2024-04-06T21:27:28.892495Z"
87,"1",2,"2024-04-06T21:27:46.418328Z",83,14.435,"The efficacy of palliative and definitive percutaneous versus surgical drainage of pancreatic abscesses and pseudocysts: a prospective study of 85 patients. We compared the efficacy of percutaneous to surgical drainage in a prospective study in 85 patients with pancreatic abscesses and pseudocysts. Percutaneous drainage of pancreatic abscesses in 18 patients cured three and palliated 12 who were eventually cured by elective surgical ablation; three patients died. This compares well to our 15 surgical patients, of whom four were cured by surgery alone and six were palliated. All were subsequently cured by additional computerized tomography-guided or ultrasound-guided percutaneous drainage and medical management or surgery. Five of the 15 died. Percutaneous drainage cured 11 of 14 infected pseudocysts and palliated two, which were subsequently cured by surgery; one was palliated but the patient was lost to follow-up. Surgical drainage cured six of 12 infected pseudocysts and palliated the other six, of which four were cured by further surgery and the other two were cured by secondary percutaneous drainage. Nine of 12 noninfected pseudocysts were cured by percutaneous aspiration, and two were palliated and later cured. In one patient, disease progressed, and he was ultimately lost to follow-up. Thirteen of 14 noninfected pseudocysts were cured by surgical drainage. The other patient died of pulmonary embolus. In patients treated by percutaneous techniques, there were four major complications. Our study established distinct advantages of percutaneous drainage under computerized tomographic and ultrasonic guidance: (1) the procedures can be carried out under ultrasonic guidance in an intensive care unit on critically ill patients, (2) the technique proved highly effective for initial palliation, with defervescence and stabilization occurring in most critically ill patients within 48 hours, (3) findings from fine needle aspiration provided valuable information as to microorganisms and antibiotic sensitivities and differed in 29 of 85 patients from those of concomitant blood cultures, and (4) definitive eradication of the process (surgical ablation of residual necrotic material) can be elected after the patient's clinical condition stabilizes. ","digestive system diseases","2024-04-06T21:27:46.418915Z"
88,"1",2,"2024-04-06T21:28:02.399749Z",84,14.516,"The current spectrum of peptic ulcer disease in the older age groups. Not only has there been a relative increase in the prevalence of peptic ulcer disease (PUD) among America's older age groups, but the characteristics of PUD in these patients differ significantly from those of the general population. Seventy-two consecutive patients 60 years of age or older who underwent operation for PUD between 1984 and 1989 were studied. The unusual features in these patients were 1) 92 per cent required emergency operation, 2) 57 per cent with perforated PUD were female, 3) 85 per cent had duodenal pathology, 4) 28 per cent were currently taking nonsteroidal anti-inflammatory agents, and 5) over one half of all patients had serious postoperative complications. The increasing incidence and associated serious complications of PUD in the elderly population present new challenges to physicians in the diagnosis and treatment of this disease. ","digestive system diseases","2024-04-06T21:28:02.399749Z"
