,Id,MSSubClass,MSZoning,LotFrontage,LotArea,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,CentralAir_encoded,GarageFinish_encoded,Street_Grvl,Street_Pave,Shape_IR1,Shape_IR2,Shape_IR3,Shape_Reg,Contour_Bnk,Contour_HLS,Contour_Low,Contour_Lvl,Util_AllPub,Util_NoSeWa
1365,1366,60,FV,69.30579531442663,7500,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,0.0,4,3,PConc,4,3,2,6,533.0,1,0.0,281.0,814.0,GasA,5,Y,SBrkr,814,860,0,1674,1.0,0.0,2,1,3,1,4,7,Typ,0,4,Attchd,2000.0,RFn,2.0,663.0,3,3,Y,0,96,0,0,0,0,0,1,2010,WD,Normal,216000.0,1,1,0,1,0,0,0,1,0,0,0,1,1,0
1366,1367,60,RL,68.0,9179,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,158.0,4,3,PConc,4,3,2,6,633.0,1,0.0,240.0,873.0,GasA,5,Y,SBrkr,882,908,0,1790,1.0,0.0,2,1,3,1,4,7,Typ,0,4,Attchd,1999.0,RFn,2.0,588.0,3,3,Y,0,88,0,0,0,0,0,6,2008,WD,Abnorml,193000.0,1,1,0,1,1,0,0,0,0,0,0,1,1,0
1367,1368,160,RM,41.0,2665,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,5,6,1977,1977,Gable,CompShg,CemntBd,CmentBd,0.0,3,3,PConc,3,3,2,5,548.0,3,173.0,36.0,757.0,GasA,5,Y,SBrkr,925,550,0,1475,0.0,0.0,2,0,4,1,3,6,Typ,1,3,Attchd,1977.0,RFn,1.0,336.0,3,3,Y,104,26,0,0,0,0,0,7,2006,WD,Normal,127000.0,1,1,0,1,0,0,0,1,0,0,0,1,1,0
1368,1369,120,RM,69.30579531442663,4435,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,170.0,4,3,PConc,4,3,4,6,685.0,1,0.0,163.0,848.0,GasA,5,Y,SBrkr,848,0,0,848,1.0,0.0,1,0,1,1,4,4,Typ,0,4,Attchd,2003.0,Fin,2.0,420.0,3,3,Y,140,0,0,0,0,0,0,6,2009,WD,Normal,144000.0,1,0,0,1,0,0,0,1,0,0,0,1,1,0
1369,1370,20,RL,48.0,10635,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2003,2003,Hip,CompShg,VinylSd,VinylSd,171.0,4,3,PConc,4,3,4,4,370.0,6,972.0,315.0,1657.0,GasA,5,Y,SBrkr,1668,0,0,1668,1.0,0.0,2,0,3,1,4,8,Typ,1,3,Attchd,2003.0,Fin,2.0,502.0,3,3,Y,0,262,0,0,0,0,0,5,2010,WD,Normal,232000.0,1,0,0,1,0,1,0,0,0,0,0,1,1,0
1370,1371,50,RL,90.0,5400,Corner,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,4,6,1920,1950,Gable,CompShg,CBlock,CBlock,0.0,2,3,PConc,3,3,2,5,315.0,3,105.0,420.0,840.0,GasA,5,Y,SBrkr,840,534,0,1374,0.0,0.0,1,0,2,1,3,6,Typ,0,4,Detchd,1967.0,Fin,1.0,338.0,3,3,Y,0,0,198,0,0,0,0,10,2009,WD,Normal,105000.0,1,0,0,1,0,0,0,1,0,0,0,1,1,0
1371,1372,80,RL,80.0,9600,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,6,1955,1996,Hip,CompShg,AsbShng,AsbShng,0.0,3,3,CBlock,3,3,4,4,831.0,1,0.0,161.0,992.0,GasA,4,Y,SBrkr,1661,0,0,1661,1.0,0.0,1,0,3,1,4,8,Typ,1,3,BuiltIn,1955.0,RFn,1.0,377.0,3,3,Y,0,28,0,0,178,0,0,10,2008,WD,Normal,165500.0,1,1,0,1,0,0,0,1,0,0,0,1,1,0
1372,1373,60,RL,75.0,9750,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,6,1998,1998,Gable,CompShg,VinylSd,VinylSd,0.0,3,3,PConc,4,3,4,6,975.0,1,0.0,133.0,1108.0,GasA,5,Y,SBrkr,1108,989,0,2097,1.0,0.0,2,1,3,1,4,8,Typ,1,3,Detchd,1998.0,RFn,2.0,583.0,3,3,Y,253,170,0,0,0,0,0,6,2006,WD,Normal,274300.0,1,1,0,1,0,0,0,1,0,0,0,1,1,0
1373,1374,20,RL,69.30579531442663,11400,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,10,5,2001,2002,Hip,CompShg,VinylSd,VinylSd,705.0,5,3,PConc,5,3,5,6,1282.0,1,0.0,1351.0,2633.0,GasA,5,Y,SBrkr,2633,0,0,2633,1.0,0.0,2,1,2,1,5,8,Typ,2,4,Attchd,2001.0,RFn,3.0,804.0,3,3,Y,314,140,0,0,0,0,0,3,2007,WD,Normal,466500.0,1,1,0,1,0,0,0,1,0,0,0,1,1,0
1374,1375,60,FV,85.0,10625,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2005,2005,Gable,CompShg,CemntBd,CmentBd,0.0,4,3,PConc,4,3,2,1,0.0,1,0.0,1026.0,1026.0,GasA,5,Y,SBrkr,1026,932,0,1958,0.0,0.0,2,1,3,1,4,9,Typ,1,4,Attchd,2005.0,Fin,3.0,936.0,3,3,Y,154,210,0,0,0,0,0,7,2008,WD,Normal,250000.0,1,0,0,1,0,0,0,1,0,0,0,1,1,0
1375,1376,20,RL,89.0,10991,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,80.0,4,3,PConc,4,3,5,1,0.0,1,0.0,1571.0,1571.0,GasA,5,Y,SBrkr,1571,0,0,1571,0.0,0.0,2,0,3,1,4,7,Typ,1,4,Attchd,2007.0,Fin,3.0,722.0,3,3,Y,100,36,0,0,0,0,0,12,2007,New,Partial,239000.0,1,0,0,1,1,0,0,0,0,1,0,0,1,0
1376,1377,30,RL,52.0,6292,Inside,Gtl,SWISU,Norm,Norm,1Fam,1Story,6,5,1930,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,3,3,BrkTil,4,3,3,3,384.0,1,0.0,384.0,768.0,GasA,3,N,SBrkr,790,0,0,790,0.0,0.0,1,0,2,1,3,4,Typ,0,4,Detchd,1925.0,Unf,1.0,160.0,2,3,Y,0,141,0,0,0,0,0,4,2008,WD,Normal,91000.0,0,2,0,1,0,0,0,1,1,0,0,0,1,0
1377,1378,50,RL,60.0,10998,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,5,1941,1960,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,3,3,CBlock,3,3,2,2,408.0,4,420.0,156.0,984.0,GasA,5,Y,SBrkr,984,620,0,1604,0.0,0.0,2,0,3,1,3,6,Min2,0,4,Detchd,1977.0,Unf,2.0,660.0,3,3,Y,0,68,0,0,0,0,0,7,2009,WD,Normal,117000.0,1,2,0,1,0,0,0,1,0,0,0,1,1,0
1378,1379,160,RM,21.0,1953,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1973,1973,Gable,CompShg,HdBoard,HdBoard,408.0,3,3,CBlock,3,2,2,4,309.0,1,0.0,174.0,483.0,GasA,3,Y,SBrkr,483,504,0,987,0.0,0.0,1,1,2,1,3,5,Typ,0,4,Detchd,1973.0,Unf,1.0,264.0,3,3,Y,72,0,0,0,0,0,0,6,2006,WD,Normal,83000.0,1,2,0,1,0,0,0,1,0,0,0,1,1,0
1379,1380,80,RL,73.0,9735,Inside,Gtl,Timber,Norm,Norm,1Fam,SLvl,5,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,0.0,3,3,PConc,4,3,2,1,0.0,1,0.0,384.0,384.0,GasA,4,Y,SBrkr,754,640,0,1394,0.0,0.0,2,1,3,1,4,7,Typ,0,4,BuiltIn,2007.0,Fin,2.0,400.0,3,3,Y,100,0,0,0,0,0,0,5,2008,WD,Normal,167500.0,1,0,0,1,0,0,0,1,0,0,0,1,1,0
1380,1381,30,RL,45.0,8212,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,3,3,1914,1950,Gable,CompShg,Stucco,Stucco,0.0,3,2,BrkTil,3,2,2,3,203.0,1,0.0,661.0,864.0,GasA,3,N,FuseF,864,0,0,864,1.0,0.0,1,0,2,1,3,5,Typ,0,4,Detchd,1938.0,Unf,1.0,200.0,3,2,Y,0,0,96,0,0,0,0,6,2010,WD,Normal,58500.0,0,2,0,1,0,0,0,1,0,0,0,1,1,0
1381,1382,20,RL,69.30579531442663,12925,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,1970,1970,Gable,CompShg,BrkFace,Plywood,0.0,3,3,CBlock,3,3,3,4,865.0,1,0.0,340.0,1205.0,GasA,5,Y,SBrkr,2117,0,0,2117,0.0,0.0,2,1,4,1,3,7,Typ,2,4,Attchd,1970.0,Fin,2.0,550.0,3,3,Y,0,42,0,0,0,0,0,5,2008,WD,Normal,237500.0,1,0,0,1,1,0,0,0,0,0,0,1,1,0
1382,1383,70,RM,60.0,7200,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,7,1920,1950,Hip,CompShg,Wd Sdng,Wd Sdng,0.0,3,3,BrkTil,2,3,2,1,0.0,1,0.0,596.0,596.0,GasA,5,Y,SBrkr,998,764,0,1762,1.0,0.0,1,1,4,1,4,8,Typ,0,4,Detchd,1989.0,Unf,2.0,576.0,3,3,N,36,0,221,0,0,0,0,10,2006,WD,Normal,157000.0,1,2,0,1,0,0,0,1,0,0,0,1,1,0
1383,1384,30,RL,69.30579531442663,25339,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,1918,2007,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,3,4,BrkTil,3,3,2,1,0.0,1,0.0,816.0,816.0,GasA,5,Y,SBrkr,1416,0,0,1416,0.0,0.0,2,0,3,1,4,7,Typ,0,4,Attchd,2007.0,Unf,2.0,576.0,3,3,N,0,0,112,0,0,0,0,8,2007,WD,Normal,112000.0,1,2,0,1,0,0,0,1,0,0,0,1,1,0
1384,1385,50,RL,60.0,9060,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,5,1939,1950,Gable,CompShg,WdShing,Wd Shng,0.0,3,3,BrkTil,3,3,3,3,204.0,1,0.0,356.0,560.0,GasA,3,Y,SBrkr,698,560,0,1258,0.0,0.0,1,0,2,1,3,6,Typ,0,4,Detchd,1939.0,Unf,1.0,280.0,3,3,P,0,0,0,0,0,0,0,10,2009,WD,Normal,105000.0,1,2,0,1,0,0,0,1,0,0,0,1,1,0
1385,1386,50,RM,40.0,5436,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,8,1922,2007,Gable,CompShg,VinylSd,VinylSd,0.0,3,4,BrkTil,3,3,2,4,735.0,1,0.0,61.0,796.0,GasA,4,Y,SBrkr,796,358,0,1154,1.0,0.0,1,0,3,1,4,7,Typ,0,4,Detchd,1922.0,Unf,1.0,240.0,3,3,N,0,96,0,0,0,0,0,5,2010,WD,Normal,125500.0,1,2,0,1,0,0,0,1,0,0,0,1,1,0
1386,1387,60,RL,80.0,16692,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,2Story,7,5,1978,1978,Gable,CompShg,Plywood,Plywood,184.0,3,3,CBlock,4,3,2,4,790.0,2,469.0,133.0,1392.0,GasA,3,Y,SBrkr,1392,1392,0,2784,1.0,0.0,3,1,5,1,4,12,Typ,2,3,Attchd,1978.0,RFn,2.0,564.0,3,3,Y,0,112,0,0,440,519,2000,7,2006,WD,Normal,250000.0,1,1,0,1,1,0,0,0,0,0,0,1,1,0
1387,1388,50,RM,60.0,8520,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,6,7,1916,1950,Gable,CompShg,Stucco,Stucco,0.0,3,4,BrkTil,3,3,2,3,168.0,2,546.0,0.0,714.0,GasW,3,N,SBrkr,1664,862,0,2526,0.0,0.0,2,0,5,1,4,10,Typ,1,4,Detchd,1916.0,Unf,1.0,216.0,3,3,Y,88,15,0,0,0,0,0,8,2007,CWD,Family,136000.0,0,2,0,1,0,0,0,1,0,0,0,1,1,0
1388,1389,20,RL,42.0,14892,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,1Story,9,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,160.0,5,3,PConc,5,3,5,6,1320.0,1,0.0,426.0,1746.0,GasA,5,Y,SBrkr,1746,0,0,1746,1.0,0.0,2,0,3,1,5,7,Typ,2,4,Attchd,2006.0,Fin,3.0,758.0,3,3,Y,201,39,0,0,0,0,0,10,2009,WD,Normal,377500.0,1,0,0,1,1,0,0,0,0,1,0,0,1,0
1389,1390,50,RM,60.0,6000,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,3,4,BrkTil,3,4,2,5,375.0,1,0.0,360.0,735.0,GasA,5,Y,SBrkr,869,349,0,1218,0.0,1.0,1,0,3,1,3,6,Typ,1,4,Detchd,2003.0,Unf,2.0,440.0,3,3,Y,0,0,0,0,0,0,0,3,2007,WD,Normal,131000.0,1,2,0,1,0,0,0,1,0,0,0,1,1,0
1390,1391,20,RL,70.0,9100,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,244.0,4,3,PConc,4,3,4,6,1400.0,1,0.0,125.0,1525.0,GasA,5,Y,SBrkr,1525,0,0,1525,1.0,0.0,2,0,3,1,4,6,Typ,0,4,Attchd,2000.0,RFn,2.0,541.0,3,3,Y,219,36,0,0,0,0,0,9,2006,WD,Normal,235000.0,1,1,0,1,0,0,0,1,0,0,0,1,1,0
1391,1392,90,RL,65.0,8944,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,5,1967,1967,Gable,CompShg,Plywood,Plywood,0.0,3,3,CBlock,3,3,2,1,0.0,1,0.0,1584.0,1584.0,GasA,3,Y,SBrkr,1584,0,0,1584,0.0,0.0,2,0,4,2,3,8,Mod,0,4,Detchd,1967.0,Unf,3.0,792.0,3,3,Y,0,152,0,0,0,0,0,4,2009,WD,Normal,124000.0,1,2,0,1,0,0,0,1,0,0,0,1,1,0
1392,1393,85,RL,68.0,7838,Inside,Gtl,NAmes,Norm,Norm,1Fam,SFoyer,5,5,1967,1967,Gable,CompShg,HdBoard,HdBoard,0.0,3,3,CBlock,3,3,4,5,769.0,1,0.0,95.0,864.0,GasA,3,Y,SBrkr,900,0,0,900,1.0,0.0,1,0,3,1,3,6,Typ,1,1,Attchd,1967.0,RFn,1.0,288.0,3,3,Y,175,144,0,0,0,0,0,12,2006,WD,Normal,123000.0,1,1,0,1,0,0,0,1,0,0,0,1,1,0
1393,1394,190,RM,60.0,10800,Inside,Gtl,OldTown,Norm,Norm,2fmCon,1.5Fin,6,7,1905,2000,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,3,3,BrkTil,2,3,2,1,0.0,1,0.0,482.0,482.0,GasA,5,N,SBrkr,1221,691,0,1912,0.0,0.0,2,0,3,2,3,7,Typ,1,3,Detchd,2003.0,Unf,2.0,672.0,4,3,Y,0,25,212,0,0,0,0,4,2008,WD,Normal,163000.0,0,2,0,1,0,0,0,1,0,0,0,1,1,0
1394,1395,120,RL,53.0,4045,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,45.0,4,3,PConc,4,3,4,6,1070.0,1,0.0,286.0,1356.0,GasA,5,Y,SBrkr,1500,0,0,1500,1.0,0.0,2,0,2,1,4,6,Typ,1,4,Attchd,2006.0,Fin,3.0,648.0,3,3,Y,161,20,0,0,0,0,0,10,2006,New,Partial,246578.0,1,0,0,1,0,0,0,1,0,0,0,1,1,0
1395,1396,60,RL,88.0,12665,Inside,Gtl,Timber,Norm,Norm,1Fam,2Story,8,5,2005,2006,Hip,CompShg,VinylSd,VinylSd,245.0,4,3,PConc,4,4,5,1,0.0,1,0.0,1094.0,1094.0,GasA,5,Y,SBrkr,1133,1349,0,2482,0.0,0.0,2,1,4,1,4,9,Typ,1,4,BuiltIn,2005.0,Fin,3.0,642.0,3,3,Y,144,39,0,0,0,0,0,2,2007,WD,Normal,281213.0,1,0,0,1,1,0,0,0,0,0,0,1,1,0
1396,1397,20,RL,69.30579531442663,57200,Inside,Sev,Timber,Norm,Norm,1Fam,1Story,5,5,1948,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,3,3,CBlock,3,3,4,4,353.0,3,334.0,60.0,747.0,GasA,3,Y,SBrkr,1687,0,0,1687,1.0,0.0,1,0,3,1,3,7,Min1,2,3,Detchd,1966.0,Unf,2.0,572.0,3,3,N,0,0,50,0,0,0,0,6,2010,WD,Normal,160000.0,1,2,0,1,1,0,0,0,1,0,0,0,1,0
1397,1398,70,RM,51.0,6120,Inside,Gtl,BrkSide,Norm,Norm,1Fam,2Story,5,8,1920,2004,Gable,CompShg,MetalSd,MetalSd,0.0,3,3,BrkTil,3,3,3,1,0.0,1,0.0,939.0,939.0,GasA,5,Y,SBrkr,939,574,0,1513,0.0,0.0,1,1,4,1,3,8,Typ,0,4,Detchd,1933.0,Unf,1.0,180.0,2,2,N,24,0,150,0,0,0,0,5,2007,WD,Normal,137500.0,1,2,0,1,0,0,0,1,0,0,0,1,1,0
1398,1399,50,RL,60.0,7200,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,5,4,1950,1982,Gable,CompShg,VinylSd,Wd Sdng,0.0,3,3,CBlock,3,3,2,3,180.0,4,352.0,676.0,1208.0,GasA,4,Y,FuseA,1136,768,0,1904,1.0,0.0,1,1,3,1,3,7,Min1,0,4,Attchd,1950.0,Unf,1.0,240.0,3,3,Y,0,0,168,0,0,0,0,5,2009,WD,Normal,138000.0,1,2,0,1,0,0,0,1,0,0,0,1,1,0
1399,1400,50,RL,51.0,6171,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,6,1925,1990,Gable,CompShg,WdShing,Wd Shng,0.0,3,3,BrkTil,3,3,2,4,264.0,1,0.0,712.0,976.0,GasA,5,Y,SBrkr,1160,448,0,1608,0.0,0.0,2,1,3,1,4,7,Typ,1,4,Detchd,1925.0,Unf,1.0,216.0,2,3,Y,147,16,0,0,0,0,0,10,2009,WD,Normal,137450.0,1,2,0,1,0,0,0,1,0,0,0,1,1,0
1400,1401,50,RM,50.0,6000,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1929,1950,Gable,CompShg,WdShing,Wd Shng,0.0,3,3,BrkTil,3,3,2,1,0.0,1,0.0,862.0,862.0,GasA,3,Y,SBrkr,950,208,0,1158,0.0,0.0,1,0,3,1,3,5,Typ,1,4,BuiltIn,1929.0,RFn,1.0,208.0,3,3,Y,0,0,112,0,0,0,0,7,2008,WD,Normal,120000.0,1,1,0,1,0,0,0,1,0,0,0,1,1,0
1401,1402,60,RL,62.0,7415,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,0.0,3,3,PConc,3,3,2,6,759.0,1,0.0,80.0,839.0,GasA,5,Y,SBrkr,864,729,0,1593,1.0,0.0,2,1,3,1,3,8,Typ,1,3,Attchd,2004.0,Fin,2.0,398.0,3,3,Y,100,75,0,0,0,0,0,4,2008,WD,Normal,193000.0,1,0,0,1,1,0,0,0,0,0,0,1,1,0
1402,1403,20,RL,64.0,6762,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,0.0,4,3,PConc,4,4,4,1,0.0,1,0.0,1286.0,1286.0,GasA,5,Y,SBrkr,1294,0,0,1294,0.0,0.0,2,0,2,1,4,6,Typ,1,4,Attchd,2006.0,RFn,2.0,662.0,3,3,Y,168,55,0,0,0,0,0,7,2006,New,Partial,193879.0,1,1,0,1,0,0,0,1,0,0,0,1,1,0
1403,1404,20,RL,49.0,15256,CulDSac,Gtl,Somerst,RRAn,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,84.0,4,3,PConc,4,3,5,6,929.0,1,0.0,556.0,1485.0,GasA,5,Y,SBrkr,1464,0,0,1464,1.0,0.0,2,0,3,1,4,6,Typ,0,4,Attchd,2007.0,Unf,3.0,754.0,3,3,Y,168,160,0,0,0,0,0,8,2007,WD,Normal,282922.0,1,2,0,1,1,0,0,0,0,0,0,1,1,0
1404,1405,50,RL,60.0,10410,Corner,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,3,4,1915,1950,Gable,CompShg,Wd Sdng,Wd Sdng,0.0,3,3,PConc,3,3,2,1,0.0,1,0.0,672.0,672.0,GasA,3,Y,SBrkr,694,520,0,1214,0.0,0.0,1,0,3,1,3,6,Typ,0,4,Detchd,1998.0,Unf,3.0,936.0,3,3,Y,216,0,160,0,0,0,0,1,2006,WD,Family,105000.0,1,2,0,1,0,0,0,1,0,0,0,1,1,0
1405,1406,120,RM,44.0,3842,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,2004,2005,Hip,CompShg,CemntBd,CmentBd,174.0,4,3,PConc,5,3,5,6,1373.0,1,0.0,221.0,1594.0,GasA,5,Y,SBrkr,1646,0,0,1646,1.0,1.0,2,0,2,1,4,5,Typ,1,4,Attchd,2004.0,Fin,2.0,482.0,3,3,Y,128,53,0,0,155,0,0,1,2008,WD,Normal,275000.0,1,0,0,1,1,0,0,0,0,1,0,0,1,0
1406,1407,85,RL,70.0,8445,Corner,Gtl,CollgCr,Norm,Norm,1Fam,SFoyer,5,7,1972,2007,Gable,CompShg,HdBoard,Wd Shng,0.0,3,3,CBlock,4,3,4,6,656.0,1,0.0,112.0,768.0,GasA,3,Y,SBrkr,768,0,0,768,1.0,0.0,1,0,2,1,3,5,Typ,0,4,Detchd,1988.0,Unf,2.0,396.0,3,3,Y,58,0,0,0,0,0,0,3,2009,WD,Normal,133000.0,1,2,0,1,0,0,0,1,0,0,0,1,1,0
1407,1408,20,RL,69.30579531442663,8780,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,5,1985,1985,Gable,CompShg,HdBoard,Plywood,0.0,3,3,CBlock,3,3,2,5,625.0,1,0.0,208.0,833.0,GasA,5,Y,SBrkr,833,0,0,833,1.0,0.0,1,0,3,1,3,5,Typ,0,4,Attchd,1978.1134057971014,Unf,0.0,0.0,3,3,Y,0,0,0,0,0,0,0,3,2009,WD,Normal,112000.0,1,2,0,1,1,0,0,0,0,0,0,1,1,0
1408,1409,70,RM,60.0,7740,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,4,7,1910,1950,Gable,CompShg,VinylSd,VinylSd,0.0,3,3,CBlock,2,3,2,1,0.0,1,0.0,622.0,622.0,GasA,4,Y,SBrkr,741,622,0,1363,0.0,0.0,1,0,3,1,3,6,Typ,0,4,Detchd,1966.0,Unf,2.0,528.0,3,3,Y,0,0,0,0,168,0,0,6,2010,WD,Normal,125500.0,1,2,0,1,0,0,0,1,0,0,0,1,1,0
1409,1410,60,RL,46.0,20544,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,6,1986,1991,Gable,CompShg,Plywood,Plywood,123.0,3,4,CBlock,4,3,2,1,0.0,1,0.0,791.0,791.0,GasA,4,Y,SBrkr,1236,857,0,2093,0.0,0.0,2,1,3,1,3,7,Typ,1,3,Attchd,1986.0,Fin,2.0,542.0,3,3,Y,364,63,0,0,0,0,0,11,2008,WD,Normal,215000.0,1,0,0,1,1,0,0,0,0,0,0,1,1,0
1410,1411,60,RL,79.0,12420,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,0.0,4,3,PConc,4,3,2,6,666.0,1,0.0,278.0,944.0,GasA,5,Y,SBrkr,944,896,0,1840,1.0,0.0,2,1,3,1,4,6,Typ,0,4,Attchd,2001.0,RFn,2.0,622.0,3,3,Y,0,45,0,0,0,0,0,6,2009,WD,Normal,230000.0,1,1,0,1,0,0,0,1,0,0,0,1,1,0
1411,1412,50,RL,80.0,9600,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,6,8,1950,2005,Gable,CompShg,VinylSd,VinylSd,0.0,3,4,CBlock,3,3,2,4,120.0,1,0.0,736.0,856.0,GasA,5,Y,SBrkr,1112,556,0,1668,0.0,0.0,1,1,3,1,3,6,Min2,0,4,Attchd,1950.0,Unf,1.0,271.0,3,3,Y,0,0,0,0,0,0,0,9,2009,WD,Normal,140000.0,1,2,0,1,0,0,0,1,0,0,0,1,1,0
1412,1413,90,RL,60.0,7200,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,4,5,1949,1950,Gable,CompShg,BrkFace,Stone,0.0,3,3,Slab,3,3,2,1,0.0,1,0.0,0.0,0.0,Wall,2,N,FuseF,1040,0,0,1040,0.0,0.0,2,0,2,2,3,6,Typ,0,4,Detchd,1956.0,Unf,2.0,420.0,3,3,Y,0,0,0,0,0,0,0,6,2009,WD,Normal,90000.0,0,2,0,1,0,0,0,1,0,0,0,1,1,0
1413,1414,20,RL,88.0,10994,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,366.0,4,3,PConc,4,4,2,6,976.0,1,0.0,868.0,1844.0,GasA,5,Y,SBrkr,1844,0,0,1844,1.0,0.0,2,0,2,1,4,7,Typ,1,4,Attchd,2005.0,Fin,2.0,620.0,3,3,Y,165,44,0,0,0,0,0,9,2009,COD,Abnorml,257000.0,1,0,0,1,1,0,0,0,0,0,0,1,1,0
1414,1415,50,RL,64.0,13053,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1923,2000,Gambrel,CompShg,Wd Sdng,Wd Sdng,0.0,3,3,BrkTil,3,3,2,1,0.0,1,0.0,833.0,833.0,GasA,4,Y,SBrkr,1053,795,0,1848,0.0,0.0,1,1,4,1,4,8,Typ,1,4,Detchd,1922.0,Unf,2.0,370.0,3,3,N,0,0,0,0,220,0,0,6,2008,WD,Normal,207000.0,1,2,0,1,0,0,0,1,1,0,0,0,1,0
